unit,mean,std,n,individual_ratings
ANNA,2.6071,0.6729,28,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 2, 1, 3, 3, 3, 3, 2, 3, 1, 3, 3, 1, 3, 3]"
ANTHEM,3.1034,1.1845,29,"[1, 4, 4, 3, 4, 2, 4, 5, 3, 4, 2, 1, 3, 4, 3, 4, 1, 5, 4, 3, 3, 4, 3, 1, 1, 4, 4, 3, 3]"
ANTIDOTE,2.9667,1.0483,30,"[1, 4, 4, 3, 4, 3, 4, 4, 2, 3, 4, 2, 2, 4, 4, 2, 3, 4, 1, 3, 1, 3, 1, 3, 4, 3, 4, 3, 4, 2]"
ANTIVENIN,3.0,1.1952,28,"[1, 3, 3, 3, 3, 1, 5, 2, 4, 3, 1, 3, 2, 2, 4, 4, 3, 3, 5, 2, 3, 3, 4, 1, 5, 5, 3, 3]"
ANTS,2.4138,1.2182,29,"[3, 3, 1, 3, 1, 5, 3, 3, 2, 5, 1, 4, 2, 3, 4, 2, 2, 2, 1, 1, 1, 1, 3, 4, 2, 3, 1, 3, 1]"
ANUS,3.1379,1.3058,29,"[4, 1, 3, 3, 2, 5, 2, 4, 4, 5, 4, 3, 1, 2, 2, 2, 4, 1, 3, 2, 5, 3, 5, 5, 4, 1, 4, 3, 4]"
ANVILS,2.5517,1.0695,29,"[1, 3, 3, 4, 2, 2, 1, 4, 4, 2, 1, 1, 3, 3, 3, 2, 3, 3, 2, 4, 2, 5, 3, 3, 1, 1, 2, 3, 3]"
ANXIETIES,3.3667,1.3034,30,"[1, 4, 4, 4, 4, 4, 4, 2, 2, 1, 5, 4, 4, 2, 4, 5, 2, 5, 3, 4, 5, 3, 4, 2, 5, 4, 4, 1, 4, 1]"
APERITIF,2.5862,1.0345,29,"[1, 3, 1, 3, 4, 2, 4, 3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 4, 3, 2, 3, 4, 3, 3, 3, 4, 1, 1, 2]"
APHRODITE,4.1034,0.9227,29,"[5, 5, 3, 4, 5, 5, 4, 3, 5, 4, 5, 4, 5, 4, 4, 4, 5, 3, 5, 5, 5, 2, 5, 4, 3, 4, 4, 2, 3]"
APIECE,2.3448,0.8418,29,"[1, 3, 3, 3, 2, 2, 2, 3, 2, 4, 2, 1, 3, 3, 3, 2, 1, 3, 3, 2, 3, 2, 3, 1, 1, 3, 1, 3, 3]"
APOTHECARY,2.931,1.0482,29,"[1, 1, 4, 3, 2, 3, 5, 4, 4, 3, 1, 3, 4, 3, 4, 3, 3, 3, 3, 3, 2, 1, 3, 4, 3, 2, 4, 4, 2]"
APPROXIMATE,2.4667,0.9214,30,"[1, 3, 3, 3, 3, 3, 1, 4, 3, 1, 4, 1, 2, 3, 2, 1, 3, 3, 3, 3, 2, 2, 2, 1, 3, 3, 4, 2, 3, 2]"
AQUARIUM,3.0333,1.1968,30,"[3, 2, 4, 3, 5, 4, 2, 4, 3, 4, 3, 3, 2, 5, 1, 1, 4, 2, 3, 3, 1, 4, 2, 1, 5, 3, 4, 4, 4, 2]"
AQUINAS,2.5517,1.1915,29,"[1, 2, 1, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 4, 2, 1, 3, 2, 3, 5, 3, 4, 3, 3, 3, 4, 1, 5, 2]"
ARCHITECT,2.5,1.0247,30,"[3, 2, 1, 2, 3, 2, 2, 1, 3, 4, 4, 2, 4, 2, 2, 3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 3, 4, 4, 2, 3]"
ARENA,3.8333,1.0672,30,"[3, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 3, 2, 4, 1, 4, 4, 5, 3, 1, 4, 4, 4, 3, 4, 4, 5, 4, 4, 3]"
ARGH,3.0667,1.3149,30,"[1, 3, 4, 4, 4, 5, 2, 1, 2, 4, 1, 2, 4, 2, 4, 4, 5, 4, 5, 5, 3, 1, 2, 3, 1, 3, 2, 4, 4, 3]"
ARGO,2.5667,0.9894,30,"[1, 3, 3, 1, 1, 2, 3, 3, 3, 3, 3, 1, 4, 3, 2, 3, 1, 3, 5, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1]"
ARGUE,3.5862,1.2735,29,"[3, 5, 4, 4, 4, 4, 2, 4, 4, 5, 5, 4, 4, 1, 5, 4, 4, 4, 4, 4, 1, 1, 4, 5, 4, 5, 2, 3, 1]"
ARID,2.6,0.9866,30,"[1, 3, 3, 1, 4, 2, 4, 2, 2, 2, 4, 3, 2, 2, 1, 2, 2, 1, 2, 3, 3, 3, 4, 2, 4, 4, 4, 2, 3, 3]"
ARKS,2.6333,1.1397,30,"[2, 2, 1, 4, 1, 4, 3, 3, 1, 2, 1, 4, 2, 2, 4, 4, 2, 2, 1, 3, 3, 3, 3, 3, 4, 2, 4, 5, 3, 1]"
ARMIES,3.5517,1.1622,29,"[1, 2, 5, 4, 4, 2, 4, 4, 3, 4, 4, 1, 4, 4, 4, 4, 4, 5, 2, 5, 3, 5, 3, 5, 3, 5, 4, 2, 3]"
ARMS,3.1379,0.9729,29,"[5, 4, 2, 3, 2, 1, 3, 3, 4, 1, 3, 4, 3, 3, 3, 3, 3, 4, 3, 5, 3, 5, 3, 3, 4, 3, 3, 2, 3]"
ARSONIST,3.9333,1.3149,30,"[2, 4, 5, 5, 2, 5, 4, 5, 5, 5, 5, 5, 4, 4, 5, 4, 4, 4, 5, 5, 1, 2, 4, 5, 5, 4, 1, 4, 4, 1]"
ARTERIAL,3.3793,1.1571,29,"[1, 4, 4, 4, 4, 2, 4, 4, 3, 1, 1, 4, 2, 4, 5, 3, 3, 3, 3, 5, 4, 4, 4, 2, 3, 5, 4, 5, 3]"
ARTIFICIALLY,2.4,0.9165,30,"[1, 2, 3, 4, 3, 2, 2, 3, 3, 2, 2, 1, 2, 3, 3, 1, 1, 5, 2, 3, 2, 3, 2, 3, 1, 3, 2, 2, 3, 3]"
ARTY,3.3103,0.8751,29,"[2, 3, 3, 2, 4, 4, 4, 4, 4, 5, 3, 3, 4, 3, 4, 4, 2, 3, 2, 3, 5, 4, 2, 3, 4, 4, 2, 3, 3]"
ASBESTOS,2.6552,1.2939,29,"[1, 3, 2, 4, 2, 1, 3, 4, 1, 4, 4, 4, 4, 1, 2, 3, 4, 2, 4, 4, 1, 1, 4, 4, 1, 4, 1, 3, 1]"
ASCENDING,3.3929,1.1129,28,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4, 4, 3, 2, 2, 4, 3, 5, 1, 4, 5, 4, 4, 1, 3, 5, 4, 2, 3]"
ASHTRAY,1.9,0.9781,30,"[2, 3, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 2, 1, 2, 1, 1, 4, 1, 3, 1, 2, 3, 3, 1, 2, 2, 3, 4, 1]"
ASLEEP,1.5333,0.763,30,"[1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 4, 3, 1, 2, 1, 1, 1, 1, 2]"
ASSAILANT,3.6897,1.4409,29,"[1, 5, 4, 4, 5, 5, 4, 4, 2, 2, 4, 4, 4, 2, 1, 5, 5, 5, 2, 5, 4, 5, 1, 5, 5, 1, 4, 5, 4]"
ASSAULT,4.0084,1.2729,237,"[4, 5, 4, 5, 4, 2, 5, 5, 1, 4, 5, 4, 5, 5, 4, 3, 5, 5, 5, 2, 5, 5, 3, 1, 4, 5, 4, 1, 5, 5, 3, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 4, 2, 2, 4, 5, 5, 5, 1, 4, 3, 2, 4, 5, 5, 4, 2, 4, 5, 4, 3, 4, 2, 5, 5, 4, 5, 5, 5, 1, 5, 4, 5, 3, 4, 2, 4, 5, 2, 1, 2, 5, 4, 5, 4, 5, 5, 5, 2, 2, 5, 5, 5, 4, 4, 5, 4, 5, 1, 5, 5, 5, 4, 2, 5, 5, 4, 2, 4, 3, 4, 5, 5, 5, 5, 4, 5, 4, 4, 5, 1, 5, 5, 5, 4, 5, 5, 4, 2, 2, 5, 4, 4, 5, 4, 5, 4, 5, 4, 4, 5, 5, 4, 5, 4, 5, 3, 4, 1, 5, 1, 5, 5, 4, 4, 4, 5, 4, 5, 5, 4, 1, 5, 4, 1, 5, 5, 2, 4, 2, 1, 5, 5, 5, 4, 4, 5, 5, 5, 5, 2, 2, 2, 5, 4, 5, 5, 4, 5, 4, 5, 5, 1, 4, 1, 4, 5, 4, 4, 5, 1, 5, 4, 4, 5, 5, 5, 4, 1, 4, 5, 5, 4, 3, 1, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 2, 4, 5, 5, 3]"
ASSEMBLAGE,2.4138,1.0345,29,"[3, 5, 2, 2, 1, 2, 3, 3, 1, 2, 3, 2, 4, 2, 2, 1, 2, 4, 1, 3, 2, 2, 3, 3, 4, 3, 1, 3, 1]"
ASSERTION,3.2333,0.9195,30,"[4, 4, 3, 1, 1, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 2, 4, 4, 1]"
ASSESS,2.5,1.0567,30,"[2, 1, 2, 4, 2, 2, 1, 1, 4, 3, 1, 4, 3, 3, 1, 3, 4, 4, 2, 4, 2, 3, 4, 2, 1, 3, 2, 2, 2, 3]"
ASSETS,3.4333,1.1455,30,"[4, 4, 2, 3, 5, 1, 5, 4, 2, 5, 3, 2, 2, 3, 4, 3, 3, 2, 3, 5, 4, 4, 5, 5, 4, 3, 5, 3, 2, 3]"
ASSIGN,2.5,0.9916,30,"[2, 2, 3, 2, 4, 3, 1, 1, 3, 4, 1, 4, 2, 2, 2, 3, 4, 3, 2, 4, 1, 3, 2, 2, 1, 2, 3, 4, 2, 3]"
ASSUMPTION,2.6552,1.0264,29,"[2, 5, 2, 2, 1, 2, 4, 3, 2, 4, 2, 2, 2, 4, 3, 2, 3, 4, 1, 3, 3, 2, 2, 3, 4, 4, 2, 3, 1]"
ASTRAL,2.6897,1.2064,29,"[1, 4, 5, 3, 4, 2, 2, 4, 3, 5, 2, 2, 4, 2, 3, 2, 1, 3, 3, 1, 2, 1, 3, 1, 1, 4, 4, 3, 3]"
ATLANTA,2.7333,1.1235,30,"[1, 3, 4, 5, 1, 4, 3, 3, 4, 3, 3, 4, 4, 2, 2, 3, 1, 3, 1, 4, 3, 3, 3, 1, 3, 3, 1, 3, 3, 1]"
ATTEMPT,2.8667,1.147,30,"[1, 4, 2, 4, 3, 2, 4, 5, 3, 1, 2, 1, 4, 2, 3, 1, 4, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 2, 1, 2]"
AURA,3.1379,1.074,29,"[2, 3, 3, 2, 4, 4, 1, 5, 4, 2, 3, 5, 4, 3, 4, 3, 3, 4, 3, 4, 4, 4, 2, 4, 2, 4, 1, 2, 2]"
AUSSIE,3.2667,0.9978,30,"[4, 3, 2, 4, 3, 1, 2, 5, 4, 4, 4, 5, 3, 2, 4, 4, 4, 3, 3, 4, 3, 3, 4, 4, 1, 3, 4, 3, 2, 3]"
AUSTRIA,3.2333,1.0225,30,"[4, 3, 3, 3, 4, 3, 5, 5, 3, 3, 3, 1, 4, 4, 3, 1, 3, 3, 4, 5, 3, 3, 4, 4, 3, 3, 3, 1, 4, 2]"
AVALANCHE,3.8276,1.3149,29,"[1, 3, 5, 5, 5, 2, 4, 5, 4, 4, 4, 1, 4, 5, 4, 5, 5, 5, 4, 5, 3, 5, 3, 4, 1, 5, 5, 2, 3]"
AW,2.8621,1.1056,29,"[4, 3, 3, 3, 3, 1, 3, 3, 4, 4, 5, 1, 1, 3, 3, 3, 3, 1, 3, 5, 3, 1, 3, 1, 3, 3, 3, 4, 3]"
BABBLING,2.6552,1.153,29,"[1, 2, 2, 4, 4, 2, 4, 2, 3, 3, 1, 2, 2, 4, 3, 4, 1, 4, 2, 5, 2, 1, 2, 2, 5, 2, 2, 3, 3]"
BACCHUS,3.2414,0.9342,29,"[3, 4, 3, 3, 3, 3, 3, 1, 3, 2, 2, 4, 3, 2, 4, 4, 2, 3, 4, 5, 3, 5, 3, 5, 3, 3, 4, 4, 3]"
BACKFIRED,3.3667,1.1101,30,"[1, 4, 4, 4, 3, 4, 4, 4, 2, 3, 4, 4, 4, 4, 2, 2, 4, 5, 4, 4, 3, 4, 4, 1, 2, 4, 5, 3, 4, 1]"
BACKSTRETCH,2.7333,1.1235,30,"[2, 2, 2, 5, 4, 2, 3, 1, 2, 4, 1, 4, 3, 3, 4, 3, 4, 4, 1, 2, 3, 3, 2, 4, 1, 1, 3, 3, 2, 4]"
BACKSTROKE,3.0,1.0505,29,"[4, 4, 3, 4, 2, 4, 5, 4, 4, 1, 1, 3, 2, 4, 2, 3, 4, 3, 3, 1, 2, 3, 3, 2, 4, 2, 4, 3, 3]"
BADGE,3.0,1.0,30,"[3, 4, 3, 4, 2, 3, 5, 4, 4, 1, 3, 3, 2, 4, 2, 3, 4, 3, 3, 2, 2, 2, 3, 3, 1, 4, 5, 3, 2, 3]"
BAGHDAD,3.3,1.2949,30,"[5, 4, 5, 4, 4, 3, 5, 2, 4, 4, 3, 2, 4, 5, 4, 1, 3, 3, 3, 3, 5, 1, 3, 5, 2, 4, 4, 1, 1, 2]"
BAKING,3.1379,1.1663,29,"[3, 4, 2, 2, 5, 4, 4, 3, 4, 4, 4, 4, 4, 2, 2, 1, 2, 4, 1, 4, 3, 2, 2, 2, 2, 3, 5, 4, 5]"
BALACLAVA,3.1724,1.0194,29,"[3, 3, 4, 3, 4, 3, 5, 3, 4, 1, 5, 3, 2, 5, 3, 4, 3, 5, 3, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3]"
BALLARD,2.2857,0.7954,28,"[3, 2, 1, 2, 2, 2, 3, 3, 2, 1, 3, 3, 3, 2, 2, 1, 2, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1]"
BALLISTICS,3.3667,1.2512,30,"[1, 4, 5, 3, 4, 2, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 3, 5, 4, 5, 1, 4, 4, 3, 4, 1, 5, 1, 2, 2]"
BALLS,3.4483,0.968,29,"[4, 4, 3, 2, 4, 4, 3, 4, 3, 4, 3, 3, 3, 3, 1, 3, 4, 5, 5, 3, 4, 4, 5, 4, 3, 2, 5, 2, 3]"
BALM,2.1379,1.0077,29,"[2, 2, 3, 1, 1, 2, 1, 2, 3, 4, 3, 1, 2, 2, 2, 3, 1, 4, 1, 1, 1, 2, 3, 3, 1, 3, 3, 1, 4]"
