unit,mean,std,n,individual_ratings
BUTCHERED,4.5517,0.9097,29,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 3, 5, 2, 4, 2, 5]"
CAPTORS,4.1,1.0939,30,"[4, 5, 3, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 2, 4, 5, 4, 5, 5, 5, 2, 3, 2, 4, 3, 3]"
CAREY,2.6897,1.4168,29,"[5, 5, 3, 2, 3, 1, 3, 5, 2, 5, 1, 3, 4, 1, 1, 3, 3, 3, 4, 1, 3, 2, 1, 3, 1, 2, 1, 2, 5]"
CARTWRIGHT,3.0333,1.4259,30,"[4, 5, 1, 2, 3, 5, 4, 2, 1, 2, 5, 5, 3, 5, 1, 3, 5, 3, 4, 2, 1, 4, 3, 3, 1, 2, 2, 3, 2, 5]"
CATALOGS,4.8667,0.4342,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5]"
CAULIFLOWER,4.7333,0.7397,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 2, 4, 5, 5]"
CHEERIO,4.1667,1.1769,30,"[5, 4, 4, 3, 5, 4, 5, 5, 5, 1, 5, 5, 3, 5, 1, 5, 5, 5, 5, 3, 5, 5, 3, 5, 4, 5, 4, 3, 3, 5]"
CHESS,4.8667,0.5074,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5]"
CHICKEN,4.9667,0.1826,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CHICKENING,2.8929,1.4991,28,"[4, 5, 4, 2, 1, 1, 1, 1, 5, 5, 3, 1, 5, 2, 5, 2, 3, 1, 3, 5, 2, 5, 2, 3, 3, 3, 2, 2]"
CHURCH,4.7931,0.6199,29,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5]"
CLOSER,4.7,0.7022,30,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 3, 5]"
