word,mean,std,n
assistant,5.971,1.339,34
assuring,4.667,1.398,30
asteroid,4.618,2.072,34
asthma,5.182,1.585,33
astonish,5.091,1.564,33
astonished,5.758,1.436,33
astronaut,5.0,1.984,31
astronomer,3.862,1.96,29
astronomy,4.588,1.7,34
athletic,5.613,1.407,31
athletics,5.548,1.24,31
atmosphere,6.3,0.862,30
atom,4.588,1.987,34
atomic,4.594,1.982,32
atoms,5.467,1.962,30
atrocious,4.182,1.585,33
atrocity,3.788,1.887,33
attack,5.667,1.47,33
attacker,5.03,1.623,33
attempt,5.765,1.285,34
attendant,5.059,1.644,34
attention,6.152,0.989,33
attic,4.889,1.75,27
attitude,5.807,1.49,31
attract,6.057,1.04,35
attraction,6.382,0.841,34
attractive,6.156,1.003,32
attribute,4.514,1.645,35
auction,5.424,1.706,33
auctioneer,3.484,1.932,31
audience,6.125,0.857,32
auditorium,5.242,1.875,33
aunt,5.727,1.42,33
authentic,5.406,1.343,32
author,5.941,1.305,34
autopsy,4.364,1.666,33
autumn,6.313,0.808,32
avalanche,4.172,1.743,29
avenge,3.31,1.896,29
avenue,4.923,1.517,26
award,5.909,1.24,33
awarded,5.407,1.368,27
aware,5.697,1.267,33
away,6.182,1.113,33
awe,5.375,1.672,32
awesome,6.31,0.835,29
awful,5.882,1.278,34
awkward,5.968,1.031,31
axe,4.581,1.897,31
axle,3.71,2.019,31
baboon,4.394,2.014,33
baby,5.929,1.067,28
background,5.548,1.131,31
bacon,6.273,1.309,33
bacteria,5.412,1.7,34
bad,6.471,1.007,34
badge,5.576,1.538,33
badger,5.294,1.724,34
bag,6.552,0.894,29
baggage,5.269,1.744,26
bail,4.4,1.945,35
bait,3.724,1.529,29
bake,5.97,1.267,33
baker,5.515,1.438,33
bald,5.818,1.604,33
ball,6.5,0.732,28
ball (dance),4.857,1.944,35
ball (sphere),6.063,1.478,32
balloon,5.794,1.207,34
ballroom,4.906,1.843,32
bamboo,5.156,2.017,32
ban,5.516,1.388,31
banal,2.645,1.806,31
banana,6.394,1.254,33
band,6.156,1.149,32
band (music),6.516,0.757,31
band (ribbon),5.094,1.548,32
bandage,5.5,1.649,34
bandit,3.75,1.844,28
bandits,4.273,1.974,33
bang,5.576,1.436,33
banjo,4.594,1.852,32
bank,6.25,1.199,32
bank (money),6.367,1.11,30
bank (rely),4.088,1.931,34
bank (river),5.031,1.828,32
banker,5.394,1.594,33
bankrupt,5.5,1.82,32
banks,5.813,1.21,32
banks (money),6.031,0.952,32
banks (river),5.406,1.389,32
banner,4.613,1.878,31
bar,6.5,0.814,34
bar (legal),4.206,2.069,34
bar (metal),5.029,1.671,34
bar (musical),5.206,1.728,34
bar (pub),6.606,0.694,33
bare,5.214,1.176,28
barely,5.657,1.33,35
barge,3.452,1.478,31
barge (boat),3.743,1.842,35
barge (push),4.774,1.66,31
bark,5.469,1.581,32
bark (dog),6.152,1.351,33
bark (tree),5.455,1.635,33
barley,4.063,1.853,32
barn,5.355,1.752,31
barnacle,3.844,2.093,32
baroque,2.882,1.982,34
barrage,3.097,1.873,31
barrel,5.031,1.828,32
barrier,5.4,1.398,35
basement,5.303,1.883,33
basket,6.0,1.155,33
basketball,5.938,1.144,32
bass,4.824,1.723,34
bass (fish),4.065,1.777,31
bass (guitar),5.938,1.519,32
bassoon,2.833,1.916,30
bastard,5.333,1.814,30
bastards,5.903,1.593,31
bat,4.893,1.839,28
bat (animal),5.353,1.764,34
bat (club),5.097,1.552,31
bath,6.444,0.875,27
bathroom,6.5,0.779,28
battered,5.767,1.146,30
battery,5.824,1.317,34
battle,4.897,1.863,29
bayonet,3.546,2.189,33
bazooka,3.147,1.784,34
beach,6.154,0.988,26
bead,4.879,1.871,33
beagle,4.333,1.949,33
beak,4.844,1.734,32
beaker,4.469,1.984,32
bean,5.771,1.396,35
bear,5.61,1.485,59
beard,6.241,1.264,58
beast,5.047,1.653,64
beat,5.516,1.521,31
beat (hit),5.0,1.479,32
beat (mix),5.333,1.627,33
beat (rhythm),6.091,1.215,33
beaten,5.533,1.455,30
beautician,4.0,2.057,26
beautiful,6.517,0.771,29
beauty,5.867,1.147,30
beaver,4.036,1.991,28
become,6.333,0.861,27
bed,6.594,1.142,32
bee,6.188,1.261,32
beef,6.471,0.652,34
beehive,5.235,1.864,34
beer,6.618,0.728,34
beet,4.029,2.294,34
beetle,5.121,1.513,33
befall,3.156,1.856,32
beg,5.706,1.446,34
beggar,4.931,1.66,29
begin,5.971,1.15,34
beginning,6.212,1.122,33
behalf,4.455,1.578,33
behave,6.438,0.704,32
behaviour,6.063,1.273,32
behind,6.2,1.013,30
beige,5.516,1.624,31
belfry,1.735,1.196,34
belief,5.912,1.483,34
believe,6.125,1.053,24
bell,5.97,1.243,33
belly,5.862,1.074,29
belong,5.889,1.03,27
belt,6.185,0.983,27
bench,5.853,1.478,34
bend,5.515,1.158,33
beneficial,5.543,1.499,35
benefit,5.625,1.139,32
bereavement,4.091,1.96,33
berry,5.697,1.623,33
best,6.242,1.28,33
betray,5.424,1.518,33
betrayal,4.735,1.686,34
beverage,6.212,1.32,33
beware,5.813,1.509,32
bicycle,6.333,0.869,30
bid,4.727,1.638,33
bigot,4.516,1.899,31
bike,6.097,1.088,31
billion,5.546,1.635,33
binder,4.697,1.817,33
biology,6.194,1.176,31
bird,6.708,0.539,24
birth,5.594,1.558,32
birthday,6.406,0.996,32
biscuit,6.471,1.036,34
bishop,4.233,2.093,30
bison,2.914,1.779,35
bit,6.188,1.261,32
bit (bite),5.3,1.441,30
