word,mean,std,n
cloak,4.667,1.247,36
clock,4.071,0.651,28
clone,4.355,0.785,31
close,3.958,0.676,24
close (near),3.697,0.834,33
close (stairwell),4.091,0.965,33
closure,3.563,1.116,32
cloth,3.5,0.791,32
clothes,2.618,1.435,34
clothing,2.606,1.099,33
cloud,3.407,0.953,27
cloud (sky),3.686,0.854,35
cloud (spoil),4.065,0.948,31
cloudy,4.059,0.765,34
clove,3.853,0.601,34
clover,3.514,1.156,35
clown,5.409,0.937,66
club,4.546,0.956,33
club (card suit),5.265,0.949,34
club (disco),3.677,1.408,34
club (hit),5.406,1.057,32
club (organisation),4.229,1.044,35
club (tool),5.697,1.0,33
clue,3.941,1.083,34
clueless,3.441,1.034,34
clumsy,3.794,1.051,34
cluster,3.941,0.725,34
clutch,3.677,1.45,34
clutch (bag),1.677,0.962,34
clutch (car),5.514,1.251,35
clutch (grab),3.686,1.43,35
clutter,3.727,1.332,33
coach,5.2,1.141,35
coach (bus),5.088,1.011,34
coach (trainer),5.235,1.165,34
coarse,5.206,1.106,34
coast,3.761,0.979,67
coast (beach),3.061,0.919,33
coast (glide),3.758,0.954,33
coaster,3.719,0.838,32
coat,3.625,1.317,32
coat (cover),3.941,1.349,34
coat (jacket),4.206,1.41,34
cobble,4.314,0.708,35
cock,6.391,0.859,64
cock (bird),5.559,1.397,34
cock (dick),6.909,0.288,33
cock (tilt),5.257,1.051,35
cockerel,5.75,1.153,28
cockney,5.313,1.044,32
cockroach,5.0,0.947,29
cocktail,2.514,1.156,35
cod,4.743,1.203,35
code,4.629,0.796,35
coerce,4.448,1.22,29
coffee,3.706,1.226,34
coffin,4.394,0.694,33
coin,4.4,1.247,35
coke,4.412,1.115,34
coke (coal),4.97,1.0,33
coke (cocaine),4.735,1.146,34
coke (cola),4.343,1.194,35
cola,4.143,0.761,35
cold,4.6,0.932,35
cold (illness),3.971,1.014,34
cold (temperature),4.515,0.989,33
