word,mean,std,n
collate,2.906,1.528,32
collect,4.161,1.37,31
college,6.147,1.088,34
colonel,5.794,1.301,34
colony,4.879,1.493,33
colour,5.206,1.937,34
column,5.824,1.271,34
comb,6.625,0.696,32
combat,4.853,1.611,34
combatant,4.714,1.687,28
combustion,4.829,1.54,35
comedian,5.879,1.273,33
comedy,3.5,1.785,32
comet,6.057,1.308,35
comfort,3.114,1.45,35
comfortable,2.912,1.463,34
comma,4.774,1.698,31
command,2.909,1.422,33
commander,5.314,1.389,35
commanding,3.281,1.441,32
comment,3.882,1.745,34
committee,4.849,1.617,33
common,3.188,1.261,32
communication,3.824,1.599,34
compare,3.303,1.487,33
comparison,2.97,1.679,33
compass,6.412,1.061,34
compete,3.059,1.474,34
competence,2.906,1.508,32
competent,3.485,1.672,33
competition,4.0,1.474,35
complement,2.8,1.45,35
complete,3.824,1.599,34
complex,2.546,1.258,33
complex (behaviour),2.206,1.586,34
complex (buildings),5.714,1.83,35
complex (difficult),3.032,1.732,31
complicated,2.6,1.377,35
compliment,3.229,1.943,35
compose,3.576,1.436,33
composer,5.636,1.275,33
compute,3.571,1.609,35
computer,6.719,0.572,32
comrade,4.242,1.415,33
conceal,3.258,1.319,31
concealed,3.125,1.386,32
concentrate,2.765,1.395,34
concept,2.057,1.393,35
conceptual,1.939,1.254,33
concert,5.714,1.3,35
conclude,3.057,1.638,35
conclusion,3.0,1.698,34
concoct,2.871,1.661,31
concoction,4.484,1.663,31
concrete,6.344,1.383,32
condemn,3.0,1.576,33
condescend,2.563,0.966,32
condescending,2.969,1.811,32
conductor,6.0,1.138,34
confer,3.161,1.416,31
conference,5.281,1.419,32
confess,2.882,1.301,34
confetti,6.452,1.042,31
confide,2.6,1.224,35
confidence,3.059,1.83,34
confident,2.625,1.166,32
confirm,3.636,1.872,33
confirmation,4.0,1.707,35
conform,2.765,1.554,34
conformity,2.8,1.737,35
confuse,2.758,1.016,33
confused,2.719,1.125,32
confusion,2.571,1.479,35
connect,3.229,1.532,35
connection,3.75,1.732,32
connoisseur,4.138,1.502,29
conquer,3.515,1.654,33
conqueror,5.194,1.63,36
conquest,3.697,1.586,33
consent,3.364,1.72,33
console,3.382,1.732,34
consonant,4.469,1.968,32
construction,5.242,1.436,33
consult,3.794,1.586,34
contain,3.182,1.604,33
container,6.029,0.923,34
contempt,3.029,1.54,35
contend,2.818,1.113,33
contender,3.882,1.795,34
content,3.143,1.268,35
content (contents),4.441,1.63,34
content (happy),2.849,1.635,33
contents,4.677,1.658,34
context,2.853,1.498,34
continent,6.364,0.771,33
continental,4.355,1.514,31
contract,5.546,1.479,33
contract (agreement),4.667,1.933,33
contract (catch),3.606,1.89,33
contribute,2.765,1.238,34
contribution,2.943,1.351,35
convene,3.172,1.533,29
convener,4.76,1.422,25
convent,4.875,1.654,32
convention,3.788,1.572,33
convert,2.094,0.879,32
convict,5.029,1.404,35
conviction,3.6,1.808,35
convoy,5.546,1.157,33
cook,5.485,1.234,33
cooker,6.677,0.527,34
cool,2.857,1.15,35
cool (popular),2.839,1.608,31
cool (temperature),4.364,1.738,33
cooperate,3.4,1.497,35
copy,3.879,1.822,33
coral,5.735,1.54,34
cord,5.457,1.872,35
core,4.182,1.696,33
cork,6.5,0.779,28
corn,6.353,0.762,34
corn (foot),6.0,1.495,34
corn (maize),6.429,1.022,35
corner,6.029,1.043,34
corner (edge),5.941,1.454,34
corner (surround),4.029,1.465,34
cornered,3.771,1.742,35
cornflour,6.719,0.514,32
corporation,4.677,1.794,34
corpse,6.6,0.611,30
corridor,5.938,1.298,32
corrupt,3.171,1.665,35
cortex,5.226,1.736,31
cost,3.419,1.661,31
costly,3.829,1.464,35
costume,5.656,1.513,32
cosy,3.313,1.722,32
cottage,6.765,0.597,34
cotton,6.438,0.998,32
couch,6.758,0.552,66
couch (express),4.304,1.898,23
couch (sofa),6.714,0.74,35
cough,5.829,1.055,35
councillor,5.543,1.499,35
counsellor,5.364,1.494,33
count,3.912,1.755,34
count (numbers),3.629,1.64,35
count (title),4.433,1.838,30
counter,5.429,1.626,35
counter (keeping account),4.583,1.876,36
counter (oppose),3.212,1.343,33
counter (worktop),6.576,0.818,33
country,5.618,1.435,34
county,5.469,1.323,32
coup,3.76,1.861,25
couple,5.029,1.485,34
couple (a few),4.314,1.801,35
couple (romantic pair),5.364,1.685,33
courage,2.4,1.074,35
courageous,2.914,1.628,35
course,3.941,1.454,34
course (class),4.688,2.007,32
course (path),4.364,1.839,33
court,5.516,0.98,31
court (law),5.667,1.363,33
court (sport),5.686,1.469,35
court (woo),3.767,1.383,30
courtship,4.118,1.471,34
courtyard,6.294,0.956,34
cover,4.406,1.578,32
covert,2.849,1.351,33
cow,6.853,0.429,34
coward,3.188,1.629,32
cowardice,2.543,1.024,35
cowardly,2.515,0.957,33
cowboy,6.177,0.954,34
cowboy (reckless),4.344,1.831,32
cowboy (wild west),5.618,1.553,34
crab,6.8,0.466,35
crab (cranky person),3.677,1.604,34
crab (shellfish),6.576,0.922,33
cradle,5.971,1.363,35
craft,4.457,1.574,35
craft (skill),4.546,1.578,33
craft (vessel),6.057,1.372,35
crag,5.55,1.465,20
cranium,6.233,0.955,30
crank,4.2,1.802,35
crank (grouch),3.552,1.61,29
crank (winch),5.091,1.564,33
crap,3.636,1.514,33
crash,5.452,1.456,31
crater,6.177,1.248,34
crawl,4.794,1.491,34
crayon,6.457,1.155,35
crazy,2.794,1.106,34
cream,6.5,0.653,34
create,2.686,1.6,35
creator,3.147,2.116,34
creature,5.394,1.613,33
credit,3.235,1.646,34
credit (money),4.667,1.717,33
credit (praise),3.618,1.698,34
creek,5.938,1.345,32
creep,3.353,1.57,34
crest,5.094,1.444,32
crevice,4.936,1.703,31
cricket,5.719,1.484,32
cricket (insect),6.514,1.025,35
cricket (sport),6.412,0.691,34
crime,4.758,1.596,33
criminal,5.143,1.457,35
crisis,3.743,2.019,35
crisp,5.114,1.635,35
crisp (chip),6.531,0.661,32
crisp (sharp),4.0,1.882,35
critic,4.543,1.662,35
criticism,3.031,1.794,32
criticize,2.794,1.346,34
crocodile,6.8,0.466,35
crook,4.303,1.749,33
crook (criminal),5.818,1.445,33
crook (stick),5.364,1.573,33
crop,5.727,1.523,33
crops,5.933,0.854,30
cross,5.0,1.663,34
cross (an object),5.909,1.357,33
cross (annoyed),3.743,1.61,35
cross (offend),2.879,0.977,33
cross (pass),4.571,1.479,35
crossbow,6.257,1.051,35
crossed,3.758,1.793,33
crow,6.656,0.69,32
crowd,5.875,0.96,32
crown,6.345,0.92,29
crucifix,5.781,1.596,32
crucify,4.333,1.964,33
crude,2.576,1.181,33
cruel,2.706,1.425,34
cruise,5.281,1.281,32
crumb,6.03,1.267,33
crumble,4.324,1.843,34
crunch,4.303,1.291,33
crunchy,5.143,1.515,35
crush,4.5,1.688,30
crushed,4.188,1.667,32
crust,5.941,1.187,34
crutch,5.543,1.401,35
cry,4.971,1.757,34
cry (shout),4.829,1.521,35
cry (weep),5.114,1.389,35
crying,5.257,1.537,35
crystal,6.114,1.347,35
cube,6.121,1.387,33
cuddle,5.486,1.422,35
cues,3.059,1.235,34
cues (prompts),4.161,1.505,31
cues (snooker),6.206,1.324,34
cuisine,5.515,1.48,33
cultural,3.03,1.547,33
culture,3.188,1.878,32
cunning,2.529,1.48,34
cunt,4.441,2.117,34
cup,6.5,0.883,34
curb,5.412,1.734,34
cure,4.219,1.495,32
curious,2.25,1.09,32
currant,5.559,1.518,34
currency,4.469,1.695,32
current,3.0,1.414,31
curry,6.529,0.848,34
curse,2.829,1.54,35
curtain,6.606,0.694,33
cushion,6.2,1.348,35
custom,2.765,1.554,34
cut,5.969,0.918,32
cut (clip),5.03,1.467,33
cut (of meat),5.75,1.414,32
cut (share),4.03,1.696,33
cut (wound),6.0,1.031,32
cute,2.941,1.259,34
cycle,4.733,1.632,30
cyclone,5.75,1.458,32
cymbals,5.933,1.548,30
cynical,2.235,1.395,34
Dad,6.257,1.556,35
daffodil,6.765,0.597,34
dagger,6.441,1.063,34
daisy,6.6,0.835,35
damage,4.114,1.43,35
damaged,4.171,1.612,35
Dame,5.125,1.516,32
damp,5.147,1.141,34
damsel,4.912,1.738,34
dance,4.807,1.554,31
dancer,6.412,0.691,34
dancing,5.371,1.495,35
dandruff,6.364,1.039,33
danger,3.324,1.744,34
dangerous,3.114,1.635,35
dangle,3.0,1.231,33
dapper,2.875,1.556,32
dare,3.406,1.366,32
dark,4.515,1.925,33
darkness,4.706,2.08,34
darling,3.229,1.495,35
data,5.382,1.329,34
date,4.382,1.351,34
date (calendar),4.971,1.521,35
date (fruit),6.029,1.339,34
date (romantic),4.406,1.73,32
daughter,5.941,1.282,34
dawn,5.031,1.425,32
daybreak,4.625,1.431,32
daylight,5.212,1.683,33
daze,3.353,1.551,34
dazzle,3.219,1.166,32
dead,5.588,1.517,34
deaf,5.091,1.881,33
deal,3.394,1.65,33
deal (bargain),3.559,1.785,34
deal (playing cards),5.0,1.5,32
deal (with),3.059,1.434,34
dear,3.03,1.425,33
death,4.029,2.184,35
debacle,3.044,1.334,23
debt,4.343,1.756,35
debtor,4.742,1.565,31
decadent,2.464,1.295,28
decay,4.529,1.753,34
deceit,2.4,1.398,35
deceive,3.0,1.586,31
decent,2.636,1.226,33
deception,2.235,1.307,34
deck,6.028,1.118,36
deck (cards),6.313,0.95,32
deck (ship),6.441,0.694,34
declare,3.294,1.775,34
decompose,4.882,1.43,34
decorate,4.618,1.591,34
decoration,4.781,1.576,32
decorator,5.879,0.946,33
decree,3.71,1.763,31
deduct,2.912,1.121,34
deduction,2.794,1.53,34
deed,3.943,1.548,35
deep,3.794,1.937,34
deer,6.667,0.636,33
defame,2.807,1.533,31
defeat,3.061,1.229,33
defiant,2.839,1.167,31
define,3.063,1.519,32
definition,3.735,2.005,34
deformed,4.824,1.886,34
defy,2.719,1.484,32
dejected,2.387,1.006,31
delay,3.4,1.553,35
delicious,3.265,1.884,34
delight,3.0,1.69,35
delighted,3.286,1.385,35
delightful,2.657,1.241,35
delirium,2.75,1.581,32
delude,2.484,1.16,31
deluded,2.229,1.375,35
deluge,3.571,1.678,28
democracy,3.258,1.741,31
democratic,2.765,1.681,34
demolish,5.167,1.625,36
demon,3.758,2.283,33
dense,3.909,1.764,33
dentist,6.375,0.927,32
depress,3.156,1.603,32
depressed,3.029,1.79,34
depression,3.059,1.731,34
derelict,4.484,1.542,31
descend,3.677,1.344,34
descent,3.486,1.73,35
describe,2.853,1.396,34
description,3.0,1.435,34
desert,6.125,1.431,32
deserve,1.912,0.742,34
deserving,2.788,1.343,33
design,3.471,1.684,34
designer,4.581,1.642,31
desirable,2.807,1.512,31
desire,2.576,1.615,33
desk,6.714,0.525,28
desks,6.567,0.804,30
desolate,2.824,1.271,34
despair,3.125,1.933,32
desperate,2.333,1.491,33
desperation,2.088,1.121,34
despise,2.344,0.988,32
dessert,6.177,1.042,34
destination,4.0,1.698,34
destiny,2.0,1.534,34
destroy,3.943,1.689,35
destroyer,4.171,1.934,35
destruction,4.229,1.838,35
detach,3.788,1.838,33
detached,3.029,1.715,35
detail,3.743,1.662,35
detailed,3.667,1.274,30
determination,2.242,1.349,33
determine,2.882,1.323,34
determined,2.881,1.579,67
detest,2.394,1.347,33
detonate,4.742,1.343,31
detonation,4.606,1.841,33
develop,2.849,1.417,33
development,3.667,1.551,33
deviant,3.235,1.496,34
deviation,2.849,1.617,33
device,5.382,1.663,34
devil,2.968,1.926,31
devise,3.029,1.505,34
devote,2.829,1.424,35
devoted,2.914,1.663,35
devotion,2.588,1.536,34
diabetes,4.333,1.804,33
diamond,6.813,0.464,32
diamonds,6.765,0.546,34
dice,6.533,0.67,30
dictionary,6.394,1.071,33
die,4.706,2.108,34
died,5.258,1.866,31
diffusion,4.0,1.549,35
digest,4.879,1.472,33
digestion,5.281,1.328,32
digit,4.941,1.731,34
digit (finger),6.086,1.052,35
digit (number),5.765,1.75,34
digital,5.063,1.435,32
digits,5.057,1.585,35
digits (fingers),6.265,0.98,34
digits (numbers),5.6,1.534,35
dignified,2.818,1.546,33
dignity,2.229,1.311,35
dildo,6.6,0.641,35
dim,3.875,1.269,32
dinner,6.121,1.037,33
dinosaur,6.371,1.416,35
diploma,5.406,1.693,32
diplomat,4.75,1.601,32
dire,2.719,1.625,32
direct,4.029,1.765,35
direction,3.576,1.652,33
dirt,5.971,1.098,34
dirty,4.677,1.693,34
disappoint,3.086,1.61,35
disappointed,2.471,0.977,34
disaster,3.971,1.92,35
disband,3.281,1.463,32
disciple,4.057,1.866,35
discipline,2.844,1.523,32
disclose,2.5,0.968,32
disclosure,2.909,1.564,33
disco,5.152,1.417,33
discomfort,3.03,1.267,33
disconnect,4.147,1.517,34
discourage,2.849,1.282,33
discover,3.375,1.192,32
discovery,3.714,1.596,35
discrete,3.219,1.866,32
discretion,2.394,1.278,33
disdain,2.482,1.258,27
disease,5.059,1.662,34
diseased,4.4,1.642,35
disfigured,4.118,1.711,34
disgust,3.121,1.737,33
disgusted,2.914,1.339,35
disgusting,2.743,1.179,35
dish,6.207,1.214,29
disloyal,2.657,1.393,35
dismiss,3.406,1.271,32
disparity,2.172,1.019,29
displeased,3.029,1.465,34
dispose,3.771,1.375,35
disposition,2.6,1.332,30
dissent,2.667,1.044,30
dissident,3.0,1.96,25
distant,3.147,1.517,34
distinction,2.912,1.442,34
distinguish,2.879,1.552,33
distract,3.177,1.424,34
distraction,3.03,1.547,33
distress,3.286,1.596,35
distressed,2.824,1.15,34
disturb,2.971,1.404,35
disturbed,2.886,1.508,35
ditch,5.125,1.654,32
dive,4.382,1.591,34
diver,6.0,1.047,31
diverse,2.485,1.306,33
divert,3.742,1.544,31
divination,2.704,1.559,27
divine,1.936,1.134,31
divorce,4.25,1.75,32
dizzy,3.0,1.392,32
docile,3.033,1.278,30
dock,6.235,1.086,34
dock (deduct),3.862,1.717,29
dock (ship),6.188,1.184,32
doctor,6.382,0.971,34
doctrine,3.774,1.754,31
document,6.059,1.211,34
dodgy,3.394,1.496,33
dog,6.833,0.453,30
dogma,2.107,1.319,28
dole,3.778,1.286,27
doll,6.371,0.929,35
dollar,6.514,0.77,35
dolls,6.286,1.322,35
dolphin,6.849,0.435,33
dome,5.867,1.384,30
dominate,2.8,1.753,35
donkey,6.588,0.844,34
doom,2.182,0.999,33
doomed,3.032,1.675,31
door,6.636,0.688,33
doorman,6.471,0.776,34
dope,4.188,1.55,32
dope (drugs),5.818,1.167,33
dope (idiot),3.343,1.413,35
dopey,2.697,1.291,33
dose,4.265,1.703,34
doubt,2.588,1.141,34
dough,6.118,1.157,34
dough (baking),6.471,0.776,34
dough (money),5.857,1.376,35
dove,6.086,1.556,35
dove (bird),6.229,1.071,35
dove (dive),4.438,1.391,32
down,3.382,1.815,34
down (direction),4.71,1.708,31
down (fur),5.936,1.105,31
down (sad),2.875,1.083,32
drab,3.059,1.136,34
draft,4.531,1.52,32
draft (breeze),4.563,1.694,32
draft (first version),5.088,1.314,34
drag,4.206,1.623,34
dragon,4.839,2.065,31
drama,4.029,1.465,34
draught,4.1,1.513,30
draw,4.971,1.543,34
draw (artistic),4.343,1.638,35
draw (attract),2.886,1.389,35
draw (choose),4.114,1.469,35
draw (tie),4.636,1.514,33
drawers,6.343,1.068,35
drawing,5.735,1.093,34
dread,2.5,1.09,32
dream,2.719,1.841,32
dreams,2.742,2.032,31
dreary,2.794,1.158,34
dress,6.611,0.636,36
dress (formal),5.031,1.649,32
dress (put on clothes),5.147,1.517,34
dress (skirt),6.543,0.84,35
dressed,4.938,1.478,32
dresser,5.914,1.228,35
drift,3.206,1.367,34
drifter,3.625,1.409,32
drifting,3.147,1.417,34
drill,6.314,0.979,35
drill (practice),4.286,1.465,35
drill (tool),6.515,0.821,33
drive,4.818,1.66,33
drive (car),5.818,1.424,33
drive (motivation),2.849,1.54,33
drop,4.294,1.544,34
drop (fall),4.813,1.379,32
drop (rain),5.886,1.368,35
dropped,4.727,1.619,33
drought,5.188,1.488,32
drown,4.735,1.578,34
drug,5.6,1.571,35
drugged,4.324,1.585,34
drum,6.655,0.603,29
drummer,6.0,1.237,34
drums,6.7,0.64,30
drunk,4.343,1.585,35
dubious,2.161,0.954,31
duck,6.571,0.965,35
duck (bird),6.788,0.477,33
duck (cricket),4.0,1.805,27
duck (crouch),4.486,1.402,35
duet,4.548,1.542,31
duke,5.514,1.5,35
dull,3.139,1.735,36
dumb,2.969,1.287,32
dummy,4.849,1.672,33
dummy (idiot),3.457,1.441,35
dummy (mannequin),6.333,1.064,33
dummy (nipple),5.688,1.402,32
dump,4.412,1.801,34
dune,5.581,1.737,31
dung,6.152,1.048,33
dungeon,6.118,1.231,34
durable,3.177,1.562,34
dusk,4.324,1.604,34
dust,5.677,1.254,34
dustbin,6.727,0.617,33
duster,6.424,1.129,33
dustpan,6.294,1.151,34
dusty,4.788,1.387,33
duty,3.059,1.748,34
duvet,6.714,0.525,28
dwarf,6.0,1.061,32
dwell,3.0,1.146,32
dye,5.677,1.594,31
dying,3.212,1.701,33
dynamite,6.433,0.804,30
dynasty,4.097,1.573,31
eager,3.625,1.746,32
eagle,6.719,0.624,32
ear,6.853,0.354,34
earn,4.514,1.5,35
earphones,6.853,0.354,34
earth,6.636,0.846,33
earthquake,6.114,1.115,35
ease,2.829,1.424,35
easy,3.143,1.57,35
easygoing,2.879,1.273,33
eat,5.8,1.116,35
eatery,5.265,1.651,34
eccentric,2.594,1.558,32
economic,2.469,1.414,32
economy,3.0,1.688,33
ecstasy,4.031,1.96,32
ecstatic,2.794,1.568,34
edge,5.171,1.797,35
edifice,4.222,1.548,18
edit,3.853,1.611,34
edition,3.758,1.67,33
editor,5.636,1.176,33
educate,3.735,1.651,34
education,4.313,1.828,32
eel,6.576,0.698,33
eerie,2.813,1.467,32
efficient,2.735,1.4,34
effort,3.343,1.473,35
egg,6.412,0.911,34
ego,2.455,1.373,33
elaborate,2.469,1.224,32
elated,3.219,1.596,32
elation,2.733,1.263,30
elbow,6.75,0.5,32
elder,4.387,1.6,31
eldest,3.688,1.53,32
electric,4.394,1.556,33
electrician,6.387,0.973,31
electricity,5.353,1.281,34
electronic,5.097,1.593,31
elegant,2.531,1.392,32
elephant,6.891,0.312,64
elevator,6.286,1.631,35
elf,4.818,1.85,33
elite,3.706,1.918,34
elitist,3.429,1.712,35
elk,6.69,0.7,29
elm,6.0,1.537,33
elude,2.452,1.103,31
emancipation,3.111,1.663,27
embarrass,2.706,1.273,34
embarrassment,3.065,1.722,31
embezzle,2.939,1.575,33
embrace,4.735,1.915,34
emerald,5.9,1.535,30
emergency,4.061,1.575,33
emotion,2.625,1.746,32
emotional,2.515,1.104,33
empathy,2.303,1.167,33
emphasis,2.853,1.957,34
emphasize,3.061,1.774,33
empire,4.588,1.682,34
employ,3.794,1.389,34
employee,5.6,1.269,35
employer,6.088,1.067,34
employment,4.457,1.627,35
emporium,5.031,1.38,32
empty,2.5,1.392,32
enact,3.0,1.436,32
encore,3.719,1.484,32
encyclopedia,6.571,0.688,35
end,3.029,1.823,34
ending,3.618,2.087,34
endless,2.656,1.471,32
endure,3.206,1.367,34
engage,3.419,1.339,31
engaged,3.879,1.887,33
engagement,4.313,1.667,32
engaging,2.324,1.206,34
engine,6.371,0.929,35
engineer,6.265,1.093,34
enhance,3.091,1.505,33
enjoy,3.265,1.559,34
enjoyment,2.971,1.562,34
enquire,3.4,1.477,35
enquiry,3.364,1.573,33
enraged,3.143,1.676,35
ensure,2.457,1.024,35
entail,2.897,1.494,29
enter,4.114,1.737,35
enterprise,4.0,1.757,35
enthral,2.63,1.222,27
enthusiasm,2.818,1.766,33
enthusiastic,3.324,1.761,34
entitle,2.909,1.525,33
entrepreneur,4.576,1.624,66
entry,4.324,1.23,34
envelope,6.429,0.871,35
epidemic,3.375,1.949,32
episode,4.265,1.4,34
episodic,2.567,1.476,30
equal,2.771,1.289,35
equality,2.233,1.476,30
equipment,5.412,1.396,34
erase,3.546,1.559,33
erode,4.152,2.002,33
eroded,4.636,1.275,33
erotic,3.029,1.689,34
errand,4.438,1.519,32
error,3.313,1.57,32
eruption,5.571,1.202,35
escape,3.258,1.191,31
escaped,3.939,1.808,33
escapee,5.424,1.326,33
escort,4.314,1.669,35
essence,2.471,1.538,34
estate,5.727,1.582,33
estimate,3.2,1.238,35
ethnic,3.152,1.417,33
euphoria,1.97,1.403,33
evaluate,3.2,1.582,35
evangelist,3.645,1.637,31
even,3.235,1.8,34
even (odd),3.265,1.703,34
even (still),3.69,1.086,29
evening,5.0,1.627,34
event,4.123,1.574,65
ever,2.273,1.656,33
every,3.242,1.518,33
everything,2.943,2.11,35
evidence,4.909,1.747,33
evil,2.294,1.618,34
evoke,2.375,1.111,32
exact,3.6,1.808,35
exam,6.059,1.11,34
examination,5.457,1.518,35
excel,3.4,1.792,35
excellence,2.824,1.485,34
excellent,2.333,1.318,33
excited,2.618,1.213,34
excitement,3.029,1.671,34
exciting,3.091,1.881,33
exclaim,2.9,1.193,30
exclude,3.188,1.446,32
exclusion,3.618,1.645,34
excrement,6.406,1.027,32
excuse,2.727,1.543,33
execute,4.265,1.868,34
execute (accomplish),3.5,1.77,34
execute (kill),5.235,1.592,34
execution,4.97,1.291,33
executioner,5.686,1.19,35
exercise,4.971,1.576,35
exert,3.6,1.377,35
exertion,3.313,1.402,32
exhaust,4.273,1.83,33
exhausted,3.314,1.669,35
exhaustion,3.235,1.214,34
exhibit,4.2,1.833,30
exist,2.563,1.619,32
existence,3.028,2.075,36
expand,3.576,1.436,33
expanse,3.844,1.603,32
expedition,4.441,1.735,34
expel,4.0,1.688,33
expensive,3.647,1.923,34
experiment,4.618,1.645,34
expert,3.688,1.467,32
explain,3.229,1.495,35
exploration,3.441,1.439,34
explore,3.429,1.644,35
explorer,5.743,1.078,35
export,3.375,1.635,32
express,2.618,1.591,34
expression,2.75,1.521,32
exquisite,2.471,1.44,34
exterminate,3.849,1.654,33
extravagant,2.735,1.335,34
extreme,2.75,1.173,32
eye,6.5,0.978,34
eyebrows,6.719,0.672,32
eyelashes,6.5,0.901,32
eyes,6.765,0.489,34
fabric,6.147,0.974,34
fabricate,3.364,1.554,33
fabrication,3.226,1.827,31
fabulous,2.771,1.587,35
face,6.067,1.153,30
Facebook,5.943,1.372,35
facility,4.857,1.552,35
fact,4.667,1.918,33
faction,3.269,1.63,26
factory,6.371,1.173,35
fade,3.613,1.517,31
faded,3.061,1.347,33
faeces,6.265,0.98,34
fail,3.548,1.34,31
failure,2.667,1.78,36
faint,3.585,1.548,65
faint (colllapse),4.818,1.466,33
faint (weak),3.743,1.338,35
fair,2.667,1.627,33
fair (exhibition),5.294,1.34,34
fair (honest),2.758,1.457,33
fair (light),4.343,1.603,35
fair (weather),3.588,1.375,34
fairy,4.091,2.028,66
faith,2.286,1.631,35
faithful,2.5,1.539,34
fake,3.061,1.556,33
falcon,6.667,0.586,33
fall,4.188,1.402,32
fall (drop),4.606,1.757,33
fall (season),5.25,1.458,32
fallacy,2.724,1.257,29
FALSE,3.455,1.908,33
falter,2.871,1.238,31
fame,2.677,1.73,31
family,5.0,1.414,30
famous,2.546,1.35,33
fanciful,2.29,1.223,31
fans,4.943,1.638,35
fans (air),6.206,1.079,34
fans (sports),5.879,1.225,33
fantastic,2.971,1.404,35
fantasy,2.029,1.576,35
fare,4.853,1.309,34
fare (charge),4.879,1.451,33
fare (food),5.519,1.258,27
farewell,3.088,1.292,34
farm,6.267,0.854,30
farmer,6.382,1.112,34
fart,5.714,1.465,35
fascinating,2.364,1.453,33
fashion,4.088,1.853,34
fast,3.943,1.866,35
fast (quick),3.515,1.559,33
fast (starve),4.636,1.806,33
fat,5.333,1.531,33
fatal,4.629,1.868,35
fate,1.794,1.346,34
father,6.0,1.495,34
father (dad),6.143,1.291,35
father (priest),5.618,1.284,34
fatigue,3.212,1.683,33
fault,2.576,1.326,33
favour,3.088,1.358,34
fear,2.971,1.636,34
fearful,2.469,1.145,32
feat,3.655,1.603,29
feature,3.743,1.25,35
feeble,2.813,0.95,32
feet,6.585,0.821,65
feet (body),6.576,0.954,33
feet (length),5.0,1.572,34
feline,5.182,1.466,33
fence,6.517,0.771,29
ferret,6.828,0.378,29
ferry,6.529,0.737,34
festival,5.455,1.499,33
festive,4.086,1.779,35
feudal,2.759,1.381,29
feudalism,3.565,1.861,23
fever,5.0,1.576,33
few,3.829,1.699,35
fiber,5.548,1.011,31
fibre,5.177,1.806,34
fiction,3.936,1.722,31
fictitious,2.516,1.739,31
fiddle,5.706,1.486,34
fiddle (adjust),4.121,1.629,33
fiddle (violin),6.546,1.104,33
fiddler,5.324,1.366,34
field,6.182,1.192,33
fierce,3.088,1.687,34
fight,4.75,1.09,32
fighter,5.118,1.388,34
fighting,5.029,1.23,35
figment,2.167,1.067,30
figure,4.765,1.61,34
figure (body shape),5.229,1.587,35
figure (graph),5.152,1.351,33
figure (number),4.813,2.157,32
figure (reckon),2.706,1.486,34
file,5.818,1.336,33
file (record),5.242,1.478,33
file (tool),6.633,0.605,30
fill,4.353,1.37,34
filling,4.6,1.977,30
film,5.849,1.209,33
filter,4.455,1.578,33
filth,4.235,1.716,34
filthy,4.029,1.748,35
finance,4.677,1.49,34
financial,3.697,1.834,33
finger,6.571,0.838,35
fingers,6.657,0.63,35
finish,4.2,1.489,35
fire,6.364,0.81,33
fire (employment),4.114,1.785,35
fire (flames),6.324,1.13,34
fire (gun),5.355,1.404,31
fireman,6.588,0.691,34
fireplace,6.6,0.764,35
fireworks,6.485,0.821,33
firm,4.091,1.658,33
first,3.853,1.912,34
fish,6.667,1.005,33
fisherman,6.177,1.042,34
fist,6.303,1.0,33
fit,4.143,1.57,35
fit (convulsion),5.182,1.527,33
fit (healthy),4.371,1.914,35
fit (suitable),3.353,1.747,34
fizzy,4.469,1.323,32
flab,4.912,1.579,34
flabby,5.091,1.422,33
flap,5.457,1.461,35
flask,6.667,0.65,30
flatulence,5.233,1.383,30
flatulent,4.871,1.737,31
flea,6.424,0.954,33
flee,4.5,1.5,32
fleet,5.086,1.422,35
flesh,6.667,0.725,33
flick,4.438,1.749,32
flick (movement),4.882,1.567,34
flick (movie),5.938,0.899,32
flicker,4.333,1.341,33
flight,5.294,1.525,34
flint,5.969,1.132,32
flirt,3.229,1.514,35
flirty,3.059,1.454,34
float,4.879,1.493,33
flood,6.029,1.183,35
florist,6.0,1.138,34
flour,5.906,1.444,32
flourish,3.029,1.485,34
flow,4.086,1.519,35
flower,6.656,0.922,32
fluent,3.121,1.533,33
fluid,5.429,1.358,35
flute,6.71,0.579,31
flutter,3.656,1.593,32
fly,5.516,1.72,31
fly (insect),6.382,1.112,34
fly (through air),4.471,1.944,34
foam,5.968,0.967,31
fodder,4.75,2.026,24
foggy,4.839,1.221,31
foible,2.533,1.147,15
foil,5.657,1.433,35
foil (metal),6.171,1.108,35
foil (prevent),2.818,1.381,33
fold,4.5,1.75,32
folder,6.382,1.164,34
folk,4.618,1.572,34
follow,3.438,1.456,32
folly,3.192,1.075,26
fond,2.943,1.351,35
food,6.313,0.634,32
fool,3.818,1.566,33
foolish,2.818,1.403,33
foot,6.552,0.854,29
foot (body),6.735,0.559,34
foot (length),5.588,1.7,34
football,6.31,1.021,29
forage,3.759,1.356,29
force,4.471,1.684,34
forceful,3.314,1.26,35
ford,5.563,1.499,32
forehead,6.714,0.658,35
foreign,3.576,1.518,33
foreigner,4.061,1.722,33
forest,6.594,0.605,32
forge,3.719,1.807,32
forget,2.706,1.486,34
forgetful,2.647,1.348,34
fork,6.6,0.925,65
fork (cutlery),6.771,0.539,35
fork (road),5.727,1.238,33
form,3.939,1.705,33
formation,3.656,1.593,32
former,2.281,1.125,32
fort,6.171,1.363,35
fortress,6.182,1.058,33
